mp-ids,K_VRH
mp-863741,99.0
mp-864628,69.0
mp-864650,272.0
mp-864657,3.0
mp-864675,79.0
mp-864784,156.0
mp-864790,44.0
mp-864840,218.0
mp-864883,112.0
mp-864907,119.0
mp-864923,111.0
mp-864933,89.0
mp-864953,231.0
mp-864968,209.0
mp-864975,110.0
mp-865038,227.0
mp-865077,28.0
mp-865097,82.0
mp-865151,88.0
mp-865178,193.0
mp-865193,212.0
mp-865224,79.0
mp-865228,114.0
mp-865278,262.0
mp-865280,212.0
mp-8654,78.0
mp-865400,181.0
mp-865442,244.0
mp-865448,211.0
mp-865493,6.0
mp-865525,61.0
mp-865545,74.0
mp-865558,48.0
mp-865707,180.0
mp-865755,14.0
mp-865785,159.0
mp-865792,198.0
mp-865856,68.0
mp-865909,33.0
mp-865914,233.0
mp-865929,137.0
mp-865936,82.0
mp-865978,46.0
mp-865991,50.0
mp-866014,48.0
mp-866067,49.0
mp-866071,229.0
mp-866080,55.0
mp-866121,246.0
mp-866152,193.0
mp-866180,29.0
mp-866214,4.0
mp-866288,193.0
mp-866311,60.0
mp-867172,32.0
mp-867187,176.0
mp-867189,44.0
mp-867234,60.0
mp-867275,280.0
mp-867279,139.0
mp-867326,180.0
mp-867348,58.0
mp-867751,40.0
mp-867761,132.0
mp-867788,273.0
mp-867792,349.0
mp-867861,38.0
mp-867919,180.0
mp-867928,161.0
mp-8700,35.0
mp-8799,13.0
mp-8891,74.0
mp-894,172.0
mp-8963,20.0
mp-899,151.0
mp-9029,87.0
mp-9076,48.0
mp-9198,115.0
mp-9223,153.0
mp-9399,10.0
mp-9437,166.0
mp-9563,32.0
mp-9615,68.0
mp-961713,130.0
mp-971702,42.0
mp-972205,241.0
mp-972326,265.0
mp-9731,10.0
mp-973756,166.0
mp-973966,29.0
mp-974435,361.0
mp-976273,129.0
mp-977059,142.0
mp-977382,232.0
mp-977444,123.0
mp-977559,68.0
mp-977586,43.0
mp-978563,54.0
mp-978796,57.0
mp-978976,137.0
mp-980059,105.0
mp-980206,129.0
mp-981547,84.0
mp-985805,94.0
mp-989541,44.0
mp-9912,55.0
mp-997012,156.0
mp-997034,77.0
mp-999460,56.0
mp-1007666,89.0
mp-1008488,86.0
mp-1008903,76.0
mp-1009130,239.0
mp-10115,248.0
mp-1018022,52.0
mp-1018028,141.0
mp-1018133,85.0
mp-10184,89.0
mp-1018783,55.0
mp-1019100,76.0
mp-1019108,86.0
mp-1019259,14.0
mp-1019360,97.0
mp-1019362,66.0
mp-1020,260.0
mp-1020059,125.0
mp-1024987,111.0
mp-1025099,2.0
mp-1025258,150.0
mp-1025339,126.0
mp-1025409,114.0
mp-1025550,159.0
mp-1025552,89.0
mp-1029251,105.0
mp-1029502,31.0
mp-10300,198.0
mp-10326,15.0
mp-10374,267.0
mp-10405,64.0
mp-10408,30.0
mp-10469,215.0
mp-1052,69.0
mp-1059,52.0
mp-10659,42.0
mp-10739,221.0
mp-10740,95.0
mp-1077,286.0
mp-1078600,42.0
mp-10850,81.0
mp-10904,184.0
mp-10930,107.0
mp-10931,103.0
mp-1096,87.0
mp-10996,41.0
mp-11025,68.0
mp-1108,302.0
mp-11107,103.0
mp-11178,117.0
mp-1118,193.0
mp-11192,184.0
mp-11277,108.0
mp-11284,47.0
mp-113,300.0
mp-1143,232.0
mp-11514,244.0
mp-11549,190.0
mp-11561,113.0
mp-11564,128.0
mp-11697,102.0
mp-11808,152.0
mp-11974,111.0
mp-12105,21.0
mp-12177,46.0
mp-1229,59.0
mp-12505,73.0
mp-12527,21.0
mp-12533,165.0
mp-12659,233.0
mp-12703,77.0
mp-12762,174.0
mp-1278,126.0
mp-12782,58.0
mp-1280,63.0
mp-12962,113.0
mp-12990,137.0
mp-1317,85.0
mp-13208,73.0
mp-13314,34.0
mp-1340,28.0
mp-13536,74.0
mp-1367,53.0
mp-13686,194.0
mp-13801,168.0
mp-1388,158.0
mp-14168,23.0
mp-1431,210.0
mp-1444,34.0
mp-1458,223.0
mp-14622,205.0
mp-15157,41.0
mp-1549,173.0
mp-155,37.0
mp-1561,77.0
mp-15617,291.0
mp-15637,34.0
mp-15639,3.0
mp-15724,20.0
mp-1581,10.0
mp-15845,52.0
mp-15954,139.0
mp-15960,81.0
mp-16260,83.0
mp-16304,127.0
mp-16371,83.0
mp-16491,83.0
mp-16503,94.0
mp-16526,205.0
mp-1672,57.0
mp-1682,118.0
mp-17287,18.0
mp-1748,81.0
mp-1756,197.0
mp-1822,119.0
mp-1882,91.0
mp-18856,33.0
mp-19006,143.0
mp-19082,159.0
mp-19141,35.0
mp-19226,84.0
mp-19231,41.0
mp-19292,143.0
mp-1935,22.0
mp-19421,141.0
mp-1949,210.0
mp-1971,73.0
mp-19765,20.0
mp-19830,171.0
mp-1984,29.0
mp-1990,50.0
mp-19940,140.0
mp-19943,70.0
mp-19973,97.0
mp-20007,144.0
mp-2011,96.0
mp-20136,25.0
mp-20197,180.0
mp-20311,19.0
mp-20683,74.0
mp-20874,155.0
mp-2089,21.0
mp-20896,149.0
mp-20920,51.0
mp-21008,175.0
mp-21027,67.0
mp-2114,160.0
mp-2116,180.0
mp-21177,56.0
mp-21260,100.0
mp-21301,118.0
mp-2133,130.0
mp-21473,142.0
mp-21479,2.0
mp-21495,238.0
mp-2152,148.0
mp-21521,35.0
mp-2154,76.0
mp-21609,68.0
mp-21890,86.0
mp-2209,64.0
mp-22152,50.0
mp-22154,52.0
mp-22232,23.0
mp-22268,208.0
mp-22315,140.0
mp-22434,213.0
mp-22478,145.0
mp-22498,62.0
mp-2258,142.0
mp-22631,245.0
mp-22693,20.0
mp-22871,6.0
mp-22936,53.0
mp-22991,11.0
mp-230,96.0
mp-23024,39.0
mp-23047,50.0
mp-23052,19.0
mp-23056,43.0
mp-23141,63.0
mp-23154,4.0
mp-23193,16.0
mp-23245,53.0
mp-23288,1.0
mp-23309,7.0
mp-2340,49.0
mp-2345,142.0
mp-23562,20.0
mp-2358,74.0
mp-23703,37.0
mp-2391,117.0
mp-24161,141.0
mp-2420,222.0
mp-24390,72.0
mp-2454,147.0
mp-24650,69.0
mp-24728,175.0
mp-2490,76.0
mp-2515,231.0
mp-25469,9.0
mp-2578,49.0
mp-2580,264.0
mp-2583,190.0
mp-2597,84.0
mp-26,25.0
mp-2624,49.0
mp-2654,33.0
mp-2662,186.0
mp-27138,9.0
mp-27632,8.0
mp-2767,115.0
mp-27678,16.0
mp-27827,11.0
mp-27848,24.0
mp-27850,29.0
mp-27927,172.0
mp-2800,117.0
mp-28067,27.0
mp-28145,11.0
mp-28166,20.0
mp-28171,18.0
mp-28233,9.0
mp-28302,19.0
mp-28339,95.0
mp-28553,36.0
mp-28610,12.0
mp-2877,104.0
mp-2879,138.0
mp-29152,154.0
mp-29153,152.0
mp-29154,166.0
mp-2917,104.0
mp-2958,182.0
mp-29752,196.0
mp-29816,40.0
mp-30062,8.0
mp-30066,140.0
mp-30315,81.0
mp-30395,100.0
mp-30438,183.0
mp-30454,91.0
mp-30501,91.0
mp-30506,56.0
mp-30571,21.0
mp-30595,177.0
mp-30610,73.0
mp-30611,126.0
mp-3078,59.0
mp-30798,141.0
mp-30816,68.0
mp-30861,44.0
mp-309,71.0
mp-31328,127.0
mp-31379,106.0
mp-3144,149.0
mp-31496,47.0
mp-3204,65.0
mp-32311,15.0
mp-3271,153.0
mp-3301,126.0
mp-331,78.0
mp-3388,139.0
mp-341,31.0
mp-3489,125.0
mp-3507,129.0
mp-3519,130.0
mp-35841,61.0
mp-3589,60.0
mp-3642,137.0
mp-3666,123.0
mp-3779,13.0
mp-3822,60.0
mp-3895,161.0
mp-3923,193.0
mp-3963,25.0
mp-3982,36.0
mp-4001,48.0
mp-4013,140.0
mp-4019,172.0
mp-4026,49.0
mp-406,35.0
mp-4079,102.0
mp-417,182.0
mp-419,155.0
mp-4195,120.0
mp-4230,97.0
mp-4247,30.0
mp-4262,141.0
mp-4448,80.0
mp-4466,110.0
mp-4573,30.0
mp-468,45.0
mp-4720,210.0
mp-4789,177.0
mp-4842,84.0
mp-4990,171.0
mp-503,116.0
mp-504908,142.0
mp-505071,163.0
mp-505531,30.0
mp-5063,113.0
mp-510086,35.0
mp-510557,15.0
mp-530399,196.0
mp-5339,18.0
mp-5370,147.0
mp-5380,57.0
mp-5386,162.0
mp-541196,180.0
mp-5429,174.0
mp-542915,107.0
mp-546,158.0
mp-546621,67.0
mp-546898,25.0
mp-552934,41.0
mp-555166,33.0
mp-556417,14.0
mp-557259,5.0
mp-557686,72.0
mp-558674,99.0
mp-560338,37.0
mp-561317,41.0
mp-567210,93.0
mp-567636,160.0
mp-567666,25.0
mp-567856,139.0
mp-568083,81.0
mp-568556,209.0
mp-568687,113.0
mp-568695,42.0
mp-568809,29.0
mp-568823,83.0
mp-568961,77.0
mp-569089,157.0
mp-569125,42.0
mp-569149,6.0
mp-569661,87.0
mp-569875,194.0
mp-570452,116.0
mp-570713,162.0
mp-570769,87.0
mp-571011,5.0
mp-571133,22.0
mp-571648,13.0
mp-572,52.0
mp-579496,214.0
mp-582011,31.0
mp-5821,75.0
mp-5853,159.0
mp-592,212.0
mp-600125,123.0
mp-601,74.0
mp-601848,192.0
mp-614603,7.0
mp-616559,147.0
mp-628,107.0
mp-636320,190.0
mp-636334,177.0
mp-672,53.0
mp-672289,166.0
mp-6794,204.0
mp-69,37.0
mp-697096,23.0
mp-6980,84.0
mp-7066,124.0
mp-7191,61.0
mp-730,177.0
mp-7365,94.0
mp-7381,31.0
mp-754596,93.0
mp-7572,70.0
mp-7595,10.0
mp-7596,237.0
mp-7608,91.0
mp-7644,136.0
mp-7771,46.0
mp-7849,24.0
mp-7942,52.0
mp-8048,148.0
mp-811,148.0
mp-8161,74.0
mp-8289,47.0
mp-8290,45.0
mp-8311,105.0
mp-834,179.0
mp-8409,80.0
mp-8431,148.0
mp-8459,58.0
mp-8468,77.0
mp-861617,68.0
mp-861641,196.0
mp-861665,45.0
mp-861875,136.0
mp-861900,71.0
mp-861909,161.0
mp-861974,132.0
mp-862287,199.0
mp-862296,161.0
mp-8623,22.0
mp-862366,72.0
mp-862446,239.0
mp-862631,31.0
mp-862662,48.0
mp-862705,221.0
mp-862714,190.0
mp-862814,206.0
mp-862821,106.0
mp-862871,29.0
mp-862890,61.0
mp-862945,43.0
mp-862972,70.0
mp-863655,62.0
mp-863664,56.0
mp-863672,55.0
mp-864612,41.0
mp-864734,145.0
mp-864744,117.0
mp-864762,40.0
mp-864791,74.0
mp-864806,38.0
mp-864906,178.0
mp-864985,224.0
mp-864995,71.0
mp-865011,190.0
mp-865019,189.0
mp-865029,153.0
mp-865041,157.0
mp-865116,40.0
mp-865167,61.0
mp-865320,114.0
mp-865321,137.0
mp-865428,95.0
mp-865499,278.0
mp-865501,255.0
mp-865505,70.0
mp-865506,278.0
mp-865665,273.0
mp-865710,40.0
mp-865716,36.0
mp-865753,78.0
mp-865788,126.0
mp-865801,116.0
mp-865807,210.0
mp-865870,136.0
mp-865879,55.0
mp-865904,344.0
mp-865924,102.0
mp-865992,128.0
mp-866024,153.0
mp-866104,48.0
mp-866125,172.0
mp-866131,65.0
mp-866143,204.0
mp-866161,251.0
mp-866196,37.0
mp-866223,72.0
mp-867159,36.0
mp-867177,58.0
mp-867212,378.0
mp-867235,77.0
mp-867249,222.0
mp-867281,283.0
mp-867335,15.0
mp-867748,171.0
mp-867869,87.0
mp-867891,5.0
mp-867893,3.0
mp-867894,50.0
mp-867897,205.0
mp-867917,199.0
mp-867924,90.0
mp-883,164.0
mp-8861,40.0
mp-9075,85.0
mp-921,152.0
mp-947,64.0
mp-9517,121.0
mp-9571,57.0
mp-959,73.0
mp-972653,51.0
mp-972659,115.0
mp-974616,223.0
mp-975822,52.0
mp-975933,56.0
mp-977396,114.0
mp-977418,80.0
mp-977424,40.0
mp-977435,201.0
mp-977455,142.0
mp-977541,209.0
mp-977550,191.0
mp-979950,25.0
mp-9801,181.0
mp-9813,27.0
mp-9814,58.0
mp-982387,58.0
mp-985806,100.0
mp-989551,110.0
mp-990440,82.0
mp-9971,82.0
mp-10009,39.0
mp-10026,63.0
mp-1014265,173.0
mp-1016108,154.0
mp-10163,22.0
mp-1018048,125.0
mp-1018123,130.0
mp-1018683,78.0
mp-1018728,75.0
mp-1018902,86.0
mp-10214,145.0
mp-1025208,31.0
mp-1025246,169.0
mp-1025263,83.0
mp-1025293,131.0
mp-1025335,99.0
mp-1025346,144.0
mp-1025372,161.0
mp-1025390,88.0
mp-1025478,95.0
mp-10270,214.0
mp-1029422,139.0
mp-1029660,87.0
mp-10322,104.0
mp-10379,143.0
mp-1039,35.0
mp-10528,84.0
mp-10623,112.0
mp-10711,174.0
mp-10749,48.0
mp-10777,31.0
mp-10785,37.0
mp-10847,90.0
mp-1087,47.0
mp-10911,112.0
mp-10952,68.0
mp-10953,69.0
mp-1099,136.0
mp-11029,101.0
mp-11073,122.0
mp-11147,51.0
mp-11359,78.0
mp-11385,105.0
mp-1139,260.0
mp-11393,167.0
mp-11496,68.0
mp-11501,174.0
mp-11517,271.0
mp-11520,94.0
mp-11539,105.0
mp-11555,175.0
mp-11566,75.0
mp-1158,138.0
mp-11594,225.0
mp-1180,217.0
mp-11873,136.0
mp-11919,83.0
mp-12008,89.0
mp-12061,148.0
mp-1210,65.0
mp-1211,67.0
mp-1215,184.0
mp-1249,95.0
mp-12614,25.0
mp-12647,136.0
mp-12657,120.0
mp-129,262.0
mp-12903,41.0
mp-12972,119.0
mp-13,182.0
mp-13074,89.0
mp-13200,70.0
mp-13311,47.0
mp-13396,83.0
mp-13431,96.0
mp-13570,70.0
mp-13907,15.0
mp-13949,29.0
mp-13983,36.0
mp-14092,42.0
mp-1447,73.0
mp-1451,211.0
mp-14763,88.0
mp-1479,161.0
mp-1523,127.0
mp-15318,29.0
mp-15322,112.0
mp-1541,49.0
mp-15694,108.0
mp-1571,103.0
mp-15963,221.0
mp-15986,133.0
mp-16481,128.0
mp-16516,83.0
mp-1654,121.0
mp-16566,53.0
mp-16765,27.0
mp-1725,45.0
mp-17413,205.0
mp-1784,21.0
mp-17892,94.0
mp-1804,207.0
mp-1808,141.0
mp-1814,50.0
mp-18337,214.0
mp-18750,158.0
mp-18817,69.0
mp-18852,50.0
mp-18875,136.0
mp-19094,233.0
mp-19219,63.0
mp-19384,148.0
mp-195,175.0
mp-19716,73.0
mp-19789,306.0
mp-19790,5.0
mp-19851,34.0
mp-2001,44.0
mp-20025,32.0
mp-20049,80.0
mp-20202,74.0
mp-20211,204.0
mp-2025,131.0
mp-20298,56.0
mp-20352,87.0
mp-20369,49.0
mp-20418,220.0
mp-20425,106.0
mp-20608,54.0
mp-20619,135.0
mp-20724,35.0
mp-20735,56.0
mp-20761,63.0
mp-2077,45.0
mp-20790,18.0
mp-20892,202.0
mp-20932,218.0
mp-20937,320.0
mp-21104,113.0
mp-21164,68.0
mp-21200,14.0
mp-21201,96.0
mp-21202,41.0
mp-213,58.0
mp-21347,305.0
mp-215,46.0
mp-22304,23.0
mp-22306,123.0
mp-22346,75.0
mp-22367,84.0
mp-2242,21.0
mp-22435,172.0
mp-22522,147.0
mp-22626,6.0
mp-22687,33.0
mp-22790,198.0
mp-2283,131.0
mp-22872,2.0
mp-23138,86.0
mp-23171,48.0
mp-23237,54.0
mp-23317,1.0
mp-2348,119.0
mp-23487,21.0
mp-23710,50.0
mp-24066,36.0
mp-2463,83.0
mp-24722,217.0
mp-2484,57.0
mp-2542,208.0
mp-2665,143.0
mp-2688,66.0
mp-2691,45.0
mp-27214,20.0
mp-2723,270.0
mp-27246,18.0
mp-27257,1.0
mp-27294,13.0
mp-27304,10.0
mp-27421,12.0
mp-27455,6.0
mp-2748,61.0
mp-27608,183.0
mp-27666,12.0
mp-27691,10.0
mp-27731,149.0
mp-27971,28.0
mp-27976,9.0
mp-2802,197.0
mp-28264,33.0
mp-28376,28.0
mp-28627,17.0
mp-28872,15.0
mp-28929,16.0
mp-29056,28.0
mp-291,248.0
mp-29135,124.0
mp-29145,8.0
mp-29243,34.0
mp-2927,70.0
mp-29342,40.0
mp-29585,17.0
mp-29733,66.0
mp-29889,14.0
mp-30183,120.0
mp-30312,97.0
mp-30337,124.0
mp-30352,67.0
mp-30358,74.0
mp-30403,58.0
mp-30408,111.0
mp-30426,28.0
mp-30591,52.0
mp-30621,176.0
mp-31080,88.0
mp-31171,102.0
mp-31442,28.0
mp-3163,134.0
mp-317,139.0
mp-3190,117.0
mp-3207,72.0
mp-3289,106.0
mp-3329,121.0
mp-333,162.0
mp-3349,140.0
mp-33581,170.0
mp-3448,64.0
mp-3455,139.0
mp-3494,128.0
mp-3513,84.0
mp-3595,66.0
mp-361,111.0
mp-362,127.0
mp-3623,192.0
mp-3700,78.0
mp-37091,23.0
mp-3744,146.0
mp-37906,98.0
mp-38280,171.0
mp-3829,47.0
mp-3834,149.0
mp-3854,128.0
mp-398,99.0
mp-4022,151.0
mp-4072,140.0
mp-4104,139.0
mp-4156,101.0
mp-4206,116.0
mp-4287,106.0
mp-4364,194.0
mp-438,74.0
mp-4415,127.0
mp-4495,23.0
mp-4630,108.0
mp-464,82.0
mp-4664,188.0
mp-4728,60.0
mp-4732,107.0
mp-4744,83.0
mp-4793,136.0
mp-4820,203.0
mp-4860,143.0
mp-4883,90.0
mp-4904,140.0
mp-4913,125.0
mp-4964,97.0
mp-4992,209.0
mp-5012,76.0
mp-510403,41.0
mp-510404,90.0
mp-510409,177.0
mp-510441,121.0
mp-510536,219.0
mp-5111,46.0
mp-5127,72.0
mp-5163,173.0
mp-5170,118.0
mp-5193,70.0
mp-5219,171.0
mp-522,135.0
mp-5244,114.0
mp-5292,104.0
mp-5326,94.0
mp-5348,105.0
mp-5372,17.0
mp-539,31.0
mp-542640,143.0
mp-545482,18.0
mp-549720,13.0
mp-551873,43.0
mp-553896,32.0
mp-554822,40.0
mp-555934,93.0
mp-556546,47.0
mp-557257,68.0
mp-559931,24.0
mp-560340,130.0
mp-567097,89.0
mp-567164,275.0
mp-567276,201.0
mp-567458,160.0
mp-567510,33.0
mp-568555,166.0
mp-568718,106.0
mp-568940,140.0
mp-569128,156.0
mp-569548,16.0
mp-569683,108.0
mp-570213,31.0
mp-570418,4.0
mp-570677,30.0
mp-571039,62.0
mp-571342,107.0
mp-571467,38.0
mp-571599,60.0
mp-5756,64.0
mp-5773,105.0
mp-578,71.0
mp-583,157.0
mp-5928,39.0
mp-5934,77.0
mp-625,107.0
mp-627380,14.0
mp-634431,24.0
mp-644483,125.0
mp-6669,75.0
mp-680580,53.0
mp-690544,173.0
mp-697126,78.0
mp-7092,146.0
mp-7173,110.0
mp-718,146.0
mp-7247,92.0
mp-729,249.0
mp-7302,124.0
mp-7349,87.0
mp-7426,55.0
mp-7457,14.0
mp-7480,93.0
mp-7523,85.0
mp-753,48.0
mp-753192,54.0
mp-753781,205.0
mp-754185,70.0
mp-754322,106.0
mp-755651,70.0
mp-7569,40.0
mp-7575,116.0
mp-762,21.0
mp-7632,241.0
mp-768241,120.0
mp-7692,227.0
mp-7707,171.0
mp-774155,99.0
mp-7851,247.0
mp-7857,207.0
mp-7859,119.0
mp-7916,135.0
mp-793,41.0
mp-7930,138.0
mp-7936,83.0
mp-7951,78.0
mp-7988,5.0
mp-8126,90.0
mp-8136,135.0
mp-8180,39.0
mp-8181,110.0
mp-8236,61.0
mp-8267,9.0
mp-8278,51.0
mp-8435,4.0
mp-8487,82.0
mp-8539,5.0
mp-861667,163.0
mp-861878,90.0
mp-861896,70.0
mp-861901,84.0
mp-861931,179.0
mp-861954,178.0
mp-861993,63.0
mp-862340,85.0
mp-862360,147.0
mp-862492,45.0
mp-862549,35.0
mp-862555,50.0
mp-862673,72.0
mp-862711,67.0
mp-862756,62.0
mp-862872,81.0
mp-862898,89.0
mp-862974,84.0
mp-863707,17.0
mp-863715,103.0
mp-863727,154.0
mp-864599,88.0
mp-864603,50.0
mp-864610,49.0
mp-864647,195.0
mp-864654,156.0
mp-864770,215.0
mp-864780,124.0
mp-864884,64.0
mp-864903,197.0
mp-864924,55.0
mp-864930,193.0
mp-864945,176.0
mp-864955,154.0
mp-864961,192.0
mp-864990,236.0
mp-864992,220.0
mp-864997,138.0
mp-865023,204.0
mp-865032,175.0
mp-865098,70.0
mp-865107,31.0
mp-865125,154.0
mp-865138,196.0
mp-865149,173.0
mp-865230,116.0
mp-865248,178.0
mp-865434,157.0
mp-865444,91.0
mp-865521,3.0
mp-865537,173.0
mp-865615,202.0
mp-865664,285.0
mp-865669,229.0
mp-865717,236.0
mp-865731,52.0
mp-865795,88.0
mp-865813,38.0
mp-865952,59.0
mp-865957,73.0
mp-865985,137.0
mp-866073,149.0
mp-866075,215.0
mp-866165,110.0
mp-866175,34.0
mp-866189,51.0
mp-867131,52.0
mp-867157,61.0
mp-867243,121.0
mp-867252,86.0
mp-867257,43.0
mp-867263,67.0
mp-867273,189.0
mp-867361,66.0
mp-867780,107.0
mp-867828,231.0
mp-867837,269.0
mp-867978,121.0
mp-867979,53.0
mp-867985,75.0
mp-8752,16.0
mp-877,59.0
mp-8804,83.0
mp-8948,83.0
mp-8995,20.0
mp-903,181.0
mp-924129,152.0
mp-9254,6.0
mp-9325,53.0
mp-9387,75.0
mp-9486,26.0
mp-951,190.0
mp-952566,33.0
mp-9631,154.0
mp-969,55.0
mp-972323,195.0
mp-972526,82.0
mp-972528,57.0
mp-972957,238.0
mp-973633,129.0
mp-975640,74.0
mp-9768,55.0
mp-977,57.0
mp-977367,140.0
mp-977375,4.0
mp-977380,45.0
mp-977425,258.0
mp-977430,228.0
mp-977442,34.0
mp-977554,86.0
mp-977589,59.0
mp-9778,23.0
mp-978513,35.0
mp-982724,56.0
mp-983509,12.0
mp-985278,120.0
mp-985439,57.0
mp-9880,177.0
mp-989590,7.0
mp-9922,18.0
mp-9960,75.0
mp-996995,86.0
mp-9986,22.0
mp-999126,43.0
mp-999269,26.0
mp-999298,176.0
mvc-14047,19.0
mp-1005693,54.0
mp-1007908,33.0
mp-10086,106.0
mp-1009087,74.0
mp-1009657,91.0
mp-1013555,57.0
mp-10136,253.0
mp-1018103,157.0
mp-1019138,58.0
mp-1020011,87.0
mp-1025021,69.0
mp-1025075,251.0
mp-1025134,127.0
mp-1025180,47.0
mp-1025201,24.0
mp-1025248,119.0
mp-1025271,215.0
mp-1025286,49.0
mp-1025288,82.0
mp-1025323,149.0
mp-1025448,108.0
mp-1025524,44.0
mp-1029257,127.0
mp-1029359,171.0
mp-1029385,114.0
mp-1029580,71.0
mp-1029719,56.0
mp-1029730,88.0
mp-1029868,80.0
mp-10311,146.0
mp-1038,94.0
mp-1048,152.0
mp-10669,33.0
mp-10676,102.0
mp-10778,32.0
mp-10782,32.0
mp-10856,178.0
mp-10890,64.0
mp-10969,86.0
mp-11190,175.0
mp-11249,95.0
mp-11256,103.0
mp-11267,24.0
mp-1127,154.0
mp-1128,215.0
mp-11294,56.0
mp-11534,171.0
mp-11537,231.0
mp-11541,209.0
mp-11557,226.0
mp-11560,202.0
mp-11667,72.0
mp-11687,26.0
mp-1174,48.0
mp-11750,149.0
mp-11755,63.0
mp-11959,66.0
mp-12007,109.0
mp-12059,139.0
mp-12101,182.0
mp-12108,246.0
mp-1220,138.0
mp-12385,134.0
mp-12480,149.0
mp-1253,36.0
mp-1256,75.0
mp-12561,134.0
mp-1261,37.0
mp-12701,53.0
mp-1275,252.0
mp-12783,48.0
mp-12806,49.0
mp-131,94.0
mp-13137,177.0
mp-13164,142.0
mp-13190,15.0
mp-13322,174.0
mp-1334,61.0
mp-13447,88.0
mp-13512,75.0
mp-13535,96.0
mp-1361,106.0
mp-13915,108.0
mp-13920,44.0
mp-13946,22.0
mp-13948,20.0
mp-13962,83.0
mp-13993,72.0
mp-1424,123.0
mp-14983,120.0
mp-1559,110.0
mp-15788,53.0
mp-1597,200.0
mp-1601,264.0
mp-16336,165.0
mp-16646,67.0
mp-16753,66.0
mp-1719,154.0
mp-1743,145.0
mp-17695,72.0
mp-17701,71.0
mp-17856,110.0
mp-182,56.0
mp-18762,46.0
mp-1890,311.0
mp-18928,116.0
mp-18969,111.0
mp-1907,18.0
mp-1913,178.0
mp-19147,125.0
mp-19359,114.0
mp-19399,203.0
mp-1956,73.0
mp-196,125.0
mp-19929,104.0
mp-19934,79.0
mp-2,160.0
mp-20033,155.0
mp-20131,195.0
mp-20181,116.0
mp-20194,177.0
mp-20290,62.0
mp-20318,320.0
mp-20350,136.0
mp-20422,19.0
mp-20459,63.0
mp-20522,68.0
mp-20648,244.0
mp-2071,65.0
mp-20740,25.0
mp-20757,114.0
mp-20766,72.0
mp-20801,65.0
mp-20820,31.0
mp-20832,24.0
mp-20868,259.0
mp-2092,129.0
mp-20924,168.0
mp-20944,92.0
mp-20979,54.0
mp-21003,124.0
mp-21035,97.0
mp-21158,93.0
mp-21194,79.0
mp-2121,84.0
mp-21235,187.0
mp-21294,53.0
mp-21342,163.0
mp-2136,19.0
mp-2137,65.0
mp-2160,15.0
mp-2186,75.0
mp-2199,212.0
mp-22044,88.0
mp-2206,127.0
mp-22072,83.0
mp-2211,218.0
mp-22275,108.0
mp-22440,155.0
mp-22447,125.0
mp-2252,191.0
mp-2260,201.0
mp-2267,170.0
mp-22873,52.0
mp-22897,9.0
mp-22913,43.0
mp-22958,15.0
mp-22975,6.0
mp-2306,37.0
mp-23084,44.0
mp-23085,53.0
mp-23102,74.0
mp-2311,243.0
mp-23208,25.0
mp-23210,10.0
mp-23253,29.0
mp-23263,26.0
mp-23297,7.0
mp-23485,11.0
mp-23488,15.0
mp-23513,12.0
mp-23560,51.0
mp-23704,19.0
mp-23846,26.0
mp-239,33.0
mp-2404,56.0
mp-2422,72.0
mp-24719,199.0
mp-2509,166.0
mp-2627,76.0
mp-2658,175.0
mp-2674,162.0
mp-2696,65.0
mp-27182,6.0
mp-2725,186.0
mp-2728,267.0
mp-2733,141.0
mp-27335,41.0
mp-2741,77.0
mp-2744,79.0
mp-2747,126.0
mp-27562,93.0
mp-27747,4.0
mp-27834,11.0
mp-27849,33.0
mp-2793,9.0
mp-27974,11.0
mp-2809,16.0
mp-28163,24.0
mp-2826,77.0
mp-2838,207.0
mp-28568,24.0
mp-28938,13.0
mp-2924,144.0
mp-2947,198.0
mp-2967,367.0
mp-29754,54.0
mp-30,145.0
mp-30161,128.0
mp-30234,8.0
mp-30247,46.0
mp-30374,89.0
mp-30453,89.0
mp-30491,45.0
mp-30495,52.0
mp-305,194.0
mp-30530,53.0
mp-30586,84.0
mp-30753,115.0
mp-30856,213.0
mp-30878,55.0
mp-30999,7.0
mp-31038,8.0
mp-31152,83.0
mp-31348,65.0
mp-31380,80.0
mp-31383,112.0
mp-31468,70.0
mp-3216,132.0
mp-3241,71.0
mp-32780,6.0
mp-3283,39.0
mp-3286,81.0
mp-3292,153.0
mp-3397,64.0
mp-3437,135.0
mp-350,67.0
mp-353,68.0
mp-3536,180.0
mp-3654,46.0
mp-3726,85.0
mp-3731,102.0
mp-3758,122.0
mp-387,49.0
mp-4007,121.0
mp-4054,93.0
mp-4236,83.0
mp-4238,159.0
mp-4387,146.0
mp-4474,74.0
mp-452,116.0
mp-4586,26.0
mp-4756,40.0
mp-4798,166.0
mp-4840,60.0
mp-4878,102.0
mp-4887,98.0
mp-4936,121.0
mp-4938,223.0
mp-4954,127.0
mp-4989,129.0
mp-4997,119.0
mp-505319,8.0
mp-510624,131.0
mp-510691,112.0
mp-5149,192.0
mp-5159,80.0
mp-5175,90.0
mp-5176,136.0
mp-5238,75.0
mp-538,20.0
mp-5383,172.0
mp-5387,132.0
mp-540783,4.0
mp-540809,216.0
mp-541047,147.0
mp-542429,66.0
mp-544,169.0
mp-5475,136.0
